date,cc,rate
2024-08-26,PLN,10.7191
2024-08-27,PLN,10.7877
2024-08-28,PLN,10.7767
2024-08-29,PLN,10.6768
2024-08-30,PLN,10.6572
2024-08-31,PLN,10.6572
2024-09-01,PLN,10.6572
2024-09-02,PLN,10.6354
2024-09-03,PLN,10.6302
2024-09-04,PLN,10.6466
2024-09-05,PLN,10.6581
2024-09-06,PLN,10.6766
2024-09-07,PLN,10.6766
2024-09-08,PLN,10.6766
2024-09-09,PLN,10.6474
2024-09-10,PLN,10.6092
2024-09-11,PLN,10.5935
2024-09-12,PLN,10.614
2024-09-13,PLN,10.5761
2024-09-14,PLN,10.5761
2024-09-15,PLN,10.5761
2024-09-16,PLN,10.6738
2024-09-17,PLN,10.7712
2024-09-18,PLN,10.8109
2024-09-19,PLN,10.8001
2024-09-20,PLN,10.8408
2024-09-21,PLN,10.8408
2024-09-22,PLN,10.8408
2024-09-23,PLN,10.7905
2024-09-24,PLN,10.7596
2024-09-25,PLN,10.7917
2024-09-26,PLN,10.8329
2024-09-27,PLN,10.7586
2024-09-28,PLN,10.7586
2024-09-29,PLN,10.7586
2024-09-30,PLN,10.7512
2024-10-01,PLN,10.7832
2024-10-02,PLN,10.6666
2024-10-03,PLN,10.6443
2024-10-04,PLN,10.5731
2024-10-05,PLN,10.5731
2024-10-06,PLN,10.5731
2024-10-07,PLN,10.5302
2024-10-08,PLN,10.4625
2024-10-09,PLN,10.5013
2024-10-10,PLN,10.4994
2024-10-11,PLN,10.4635
2024-10-12,PLN,10.4635
2024-10-13,PLN,10.4635
2024-10-14,PLN,10.4972
2024-10-15,PLN,10.4836
2024-10-16,PLN,10.4633
2024-10-17,PLN,10.4472
2024-10-18,PLN,10.3848
2024-10-19,PLN,10.3848
2024-10-20,PLN,10.3848
2024-10-21,PLN,10.3793
2024-10-22,PLN,10.3792
2024-10-23,PLN,10.3512
2024-10-24,PLN,10.2346
2024-10-25,PLN,10.2568
2024-10-26,PLN,10.2568
2024-10-27,PLN,10.2568
2024-10-28,PLN,10.2844
2024-10-29,PLN,10.2753
2024-10-30,PLN,10.2603
2024-10-31,PLN,10.2786
2024-11-01,PLN,10.3033
2024-11-02,PLN,10.3033
2024-11-03,PLN,10.3033
2024-11-04,PLN,10.3274
2024-11-05,PLN,10.3948
2024-11-06,PLN,10.3555
2024-11-07,PLN,10.1973
2024-11-08,PLN,10.306
2024-11-09,PLN,10.306
2024-11-10,PLN,10.306
2024-11-11,PLN,10.2924
2024-11-12,PLN,10.1313
2024-11-13,PLN,10.096
2024-11-14,PLN,10.1267
