date,cc,rate
2023-10-25,USD,36.579
2023-10-26,USD,36.5312
2023-10-27,USD,36.5082
2023-10-28,USD,36.5082
2023-10-29,USD,36.5082
2023-10-30,USD,36.4216
2023-10-31,USD,36.3659
2023-11-01,USD,36.2812
2023-11-02,USD,36.2655
2023-11-03,USD,36.2659
2023-11-04,USD,36.2659
2023-11-05,USD,36.2659
2023-11-06,USD,36.1705
2023-11-07,USD,36.0426
2023-11-08,USD,36.0371
2023-11-09,USD,36.0407
2023-11-10,USD,36.036
2023-11-11,USD,36.036
2023-11-12,USD,36.036
2023-11-13,USD,36.0779
2023-11-14,USD,36.1609
2023-11-15,USD,36.3171
2023-11-16,USD,36.2643
2023-11-17,USD,36.2496
2023-11-18,USD,36.2496
2023-11-19,USD,36.2496
2023-11-20,USD,36.1394
2023-11-21,USD,36.0496
2023-11-22,USD,36.0453
2023-11-23,USD,36.0675
2023-11-24,USD,36.0143
2023-11-25,USD,36.0143
2023-11-26,USD,36.0143
2023-11-27,USD,36.0487
2023-11-28,USD,36.2173
2023-11-29,USD,36.3644
2023-11-30,USD,36.3752
2023-12-01,USD,36.3535
2023-12-02,USD,36.3535
2023-12-03,USD,36.3535
2023-12-04,USD,36.4606
2023-12-05,USD,36.5383
2023-12-06,USD,36.6618
2023-12-07,USD,36.6906
2023-12-08,USD,36.6722
2023-12-09,USD,36.6722
2023-12-10,USD,36.6722
2023-12-11,USD,36.7424
2023-12-12,USD,36.8716
2023-12-13,USD,36.9861
2023-12-14,USD,37.0245
2023-12-15,USD,36.9913
2023-12-16,USD,36.9913
2023-12-17,USD,36.9913
2023-12-18,USD,37.0211
2023-12-19,USD,37.1924
2023-12-20,USD,37.3205
2023-12-21,USD,37.5516
2023-12-22,USD,37.5964
2023-12-23,USD,37.5964
2023-12-24,USD,37.5964
2023-12-25,USD,37.5525
2023-12-26,USD,37.5225
2023-12-27,USD,37.3684
2023-12-28,USD,37.6194
2023-12-29,USD,37.9824
2023-12-30,USD,37.9824
2023-12-31,USD,37.9824
2024-01-01,USD,38.002
2024-01-02,USD,38.0144
2024-01-03,USD,38.0839
2024-01-04,USD,38.1159
2024-01-05,USD,38.0412
2024-01-06,USD,38.0412
2024-01-07,USD,38.0412
2024-01-08,USD,38.0775
2024-01-09,USD,38.192
2024-01-10,USD,38.2253
2024-01-11,USD,38.1923
2024-01-12,USD,37.9982
2024-01-13,USD,37.9982
2024-01-14,USD,37.9982
2024-01-15,USD,37.8386
2024-01-16,USD,37.8641
2024-01-17,USD,37.9247
2024-01-18,USD,37.8977
2024-01-19,USD,37.7094
2024-01-20,USD,37.7094
2024-01-21,USD,37.7094
2024-01-22,USD,37.5268
2024-01-23,USD,37.4521
2024-01-24,USD,37.4544
2024-01-25,USD,37.5252
2024-01-26,USD,37.5825
2024-01-27,USD,37.5825
2024-01-28,USD,37.5825
2024-01-29,USD,37.7811
2024-01-30,USD,37.8862
2024-01-31,USD,37.8746
2024-02-01,USD,37.5627
2024-02-02,USD,37.6047
2024-02-03,USD,37.6047
2024-02-04,USD,37.6047
2024-02-05,USD,37.5698
2024-02-06,USD,37.5544
2024-02-07,USD,37.6254
2024-02-08,USD,37.5937
2024-02-09,USD,37.5707
2024-02-10,USD,37.5707
2024-02-11,USD,37.5707
2024-02-12,USD,37.6234
2024-02-13,USD,37.8951
2024-02-14,USD,38.1264
2024-02-15,USD,38.1734
2024-02-16,USD,37.9484
2024-02-17,USD,37.9484
2024-02-18,USD,37.9484
2024-02-19,USD,37.9719
2024-02-20,USD,38.2847
2024-02-21,USD,38.4756
2024-02-22,USD,38.6237
2024-02-23,USD,38.4803
2024-02-24,USD,38.4803
2024-02-25,USD,38.4803
2024-02-26,USD,38.3527
2024-02-27,USD,38.3361
2024-02-28,USD,38.4249
2024-02-29,USD,38.2077
2024-03-01,USD,38.0492
2024-03-02,USD,38.0492
2024-03-03,USD,38.0492
2024-03-04,USD,38.1575
2024-03-05,USD,38.3135
2024-03-06,USD,38.3943
2024-03-07,USD,38.2664
2024-03-08,USD,38.0836
2024-03-09,USD,38.0836
2024-03-10,USD,38.0836
2024-03-11,USD,38.141
2024-03-12,USD,38.3825
2024-03-13,USD,38.4924
2024-03-14,USD,38.7878
2024-03-15,USD,38.6854
2024-03-16,USD,38.6854
2024-03-17,USD,38.6854
2024-03-18,USD,38.7998
2024-03-19,USD,38.9744
2024-03-20,USD,39.1338
2024-03-21,USD,39.1399
2024-03-22,USD,38.9234
2024-03-23,USD,38.9234
2024-03-24,USD,38.9234
2024-03-25,USD,38.9075
2024-03-26,USD,39.2298
2024-03-27,USD,39.343
2024-03-28,USD,39.2273
2024-03-29,USD,39.2214
2024-03-30,USD,39.2214
2024-03-31,USD,39.2214
2024-04-01,USD,38.9974
2024-04-02,USD,39.0749
2024-04-03,USD,39.3236
2024-04-04,USD,39.1953
2024-04-05,USD,39.0201
2024-04-06,USD,39.0201
2024-04-07,USD,39.0201
2024-04-08,USD,38.8437
2024-04-09,USD,38.9882
2024-04-10,USD,38.9945
2024-04-11,USD,39.0232
2024-04-12,USD,39.1676
2024-04-13,USD,39.1676
2024-04-14,USD,39.1676
2024-04-15,USD,39.399
2024-04-16,USD,39.5737
2024-04-17,USD,39.5737
